questionid,questionvalue,responselayout,mustenterflag,regtype,pollingtypecode,adddate,demquestion,responsevalue,responsedefaultvalue
QUES022,I am interested in learning about:,Dropdown,Y,Attendee/Regtype,Interest,1/3/2022,INTLEARN,InfoComm shows,C
QUES022,I am interested in learning about:,Dropdown,Y,Attendee/Regtype,Interest,1/3/2022,INTLEARN,Market research and industry surveys,D
QUES022,I am interested in learning about:,Dropdown,Y,Attendee/Regtype,Interest,1/3/2022,INTLEARN,Standards development,E
QUES022,I am interested in learning about:,Dropdown,Y,Attendee/Regtype,Interest,1/3/2022,INTLEARN,No Response,X
QUES023,Media Type,Dropdown,Y,Press/Regtype,Qualification,1/3/2022,Media Type,Blog,4
QUES023,Media Type,Dropdown,Y,Press/Regtype,Qualification,1/3/2022,Media Type,Online publication,1
QUES023,Media Type,Dropdown,Y,Press/Regtype,Qualification,1/3/2022,Media Type,Podcast,7
QUES023,Media Type,Dropdown,Y,Press/Regtype,Qualification,1/3/2022,Media Type,Print & online publication,3
QUES023,Media Type,Dropdown,Y,Press/Regtype,Qualification,1/3/2022,Media Type,Print publication,2
QUES023,Media Type,Dropdown,Y,Press/Regtype,Qualification,1/3/2022,Media Type,Radio,5
QUES023,Media Type,Dropdown,Y,Press/Regtype,Qualification,1/3/2022,Media Type,TV,6
QUES024,"If you are an international visitor traveling from a country requiring a visa for entry into the United States, please select one:",Dropdown,Y,Attendee/Regtype,Registration,1/3/2022,VISAREQ,"Yes, I require an invitation letter.",Y
QUES024,"If you are an international visitor traveling from a country requiring a visa for entry into the United States, please select one:",CheckboxList,Y,Attendee/Regtype,Registration,1/3/2022,VISAREQ,"No, I do not require an invitations letter.",N
QUES025,Please provide the Name on Passport,CheckboxList,Y,Attendee/Regtype,Registration,1/3/2022,VISANAM,Visa Free Key Field,A
QUES026,Please provide Date of Birth (MM/DD/YYYY) for VISA letter,Freetext,Y,Attendee/Regtype,Registration,1/3/2022,VISADOB,Visa Free Key Field (mm/dd/yyyy),A
QUES027,Please provide Gender for VISA letter,RadioButtonList,Y,Attendee/Regtype,Registration,1/3/2022,VISAGEN,Female,F
QUES027,Please provide Gender for VISA letter,RadioButtonList,Y,Attendee/Regtype,Registration,1/3/2022,VISAGEN,Male,M
QUES028,Please provide Passport number for VISA letter,CheckboxList,Y,Attendee/Regtype,Registration,1/3/2022,VISANUM,Passport Number Free Key Pad,A
QUES029,Please provide Passport Expiration Date (MM/DD/YYYY),Freetext,Y,Attendee/Regtype,Registration,1/3/2022,VISAEXP,Free Key Field (format = MM/DD/YYYY),A
QUES030,Please provide Passport Country that issued,Freetext,Y,Attendee/Regtype,Registration,1/3/2022,VISACOU,Country Free Key Field,A
QUES034,Please provide name of Consular Office (your local U.S. Embassy),Freetext,Y,Attendee/Regtype,Registration,1/3/2022,VISACON,Consular Office Free Key Field,A
QUES035,Visa Letter Mailed,Freetext,Y,Attendee/Regtype,Registration,1/3/2022,VISAMAIL,Print PDF,N
QUES031,Please enter Press Organization affiliation,Freetext,Y,Press/Regtype,Registration,1/3/2022,NEWS,Please enter news organization,Y
QUES032,Please provide Press organization website,Freetext,Y,Press/Regtype,Registration,1/3/2022,NEWSWEB,Please enter news organization Website,Y
QUES033,Would you like to add any education sessions to this Exhibitor's Registration?,RadioButtonList,Y,Exhibitor/Regtype,Session,1/3/2022,EXHEDU,"Yes, I would like to add sessions.",A
QUES033,Would you like to add any education sessions to this Exhibitor's Registration?,RadioButtonList,Y,Exhibitor/Regtype,Session,1/3/2022,EXHEDU,"No, not at this time.",B
QUES033,Would you like to add any education sessions to this Exhibitor's Registration?,RadioButtonList,Y,Exhibitor/Regtype,Session,1/3/2022,EXHEDU,"Please send a confirmation email to this registrant, who will be given an opportunity to register education sessions on own.",C
QUES033,Would you like to add any education sessions to this Exhibitor's Registration?,RadioButtonList,Y,Exhibitor/Regtype,Session,1/3/2022,EXHEDU,No Response,x
QUES036,Check here if mailing address is the same as your Company Address ,CheckboxList,Y,Exhibitor/Regtype,Registration,1/3/2022,EXHADDR,Mailing address same as Company address,Y
QUES036,Check here if mailing address is the same as your Company Address ,CheckboxList,Y,Exhibitor/Regtype,Registration,1/3/2022,EXHADDR,FREETEXT,A
QUES037,Check here if mailing address is the same as your Company Address ,CheckboxList,Y,Exhibitor/Regtype,Registration,1/3/2022,ATTADDR,Mailing address same as Company address,Y
QUES037,Check here if mailing address is the same as your Company Address ,CheckboxList,Y,Exhibitor/Regtype,Registration,1/3/2022,ATTADDR,FREETEXT,A
QUES038,What is your age range?,RadioButtonList,Y,Attendee/Student Regtype,Registration,1/3/2022,AGERANGE,18 - 24,A
QUES038,What is your age range?,RadioButtonList,Y,Attendee/Student Regtype,Registration,1/3/2022,AGERANGE,25 - 30,B
QUES038,What is your age range?,RadioButtonList,Y,Attendee/Student Regtype,Registration,1/3/2022,AGERANGE,31 - 40,C
QUES038,What is your age range?,RadioButtonList,Y,Attendee/Student Regtype,Registration,1/3/2022,AGERANGE,41 - 50,D
QUES038,What is your age range?,RadioButtonList,Y,Attendee/Student Regtype,Registration,1/3/2022,AGERANGE,51 +,E 
QUES038,What is your age range?,RadioButtonList,Y,Attendee/Student Regtype,Registration,1/3/2022,AGERANGE,I prefer not to say,F
QUES038,What is your age range?,RadioButtonList,Y,Attendee/Student Regtype,Registration,1/3/2022,AGERANGE,Hard copy no response,X
QUES040,Please identify what year if school you are in,RadioButtonList,Y,Student/Regtype,Qualification,1/3/2022,SCHOOLYR,Undergraduate,A
QUES040,Please identify what year if school you are in,RadioButtonList,Y,Student/Regtype,Qualification,1/3/2022,SCHOOLYR,Graduate,B
QUES040,Please identify what year if school you are in,RadioButtonList,Y,Student/Regtype,Qualification,1/3/2022,SCHOOLYR,Postgraduate,C
QUES040,Please identify what year if school you are in,RadioButtonList,Y,Student/Regtype,Qualification,1/3/2022,SCHOOLYR,Other,x
QUES041,Please enter your school name,RadioButtonList,Y,Student/Regtype,Registration,1/3/2022,SCHOOLNAM,School name,A
QUES042,Does your company produce or manager trade shows?,Freetext,y,Exhibitor/Regtype,Marketing,1/3/2022,TRADESHOW,Yes / No,A
QUES043,How many events do you exhibit at each year,Freetext,N,Exhibitor/Regtype,Metric,1/3/2022,TRADEEVENT,FREETEXT,A
QUES044,Will you be registering your staff?,Freetext,Y,Exhibitor/Regtype,Registration,1/3/2022,EXHREGISTER,Yes / No,A
QUES045,Are you looking to exhibit specific products?,Freetext,N,Exhibitor/Regtype,Marketing,1/3/2022,EXHPROD,Yes / No,A
QUES046,Are you looking for specific products,Freetext,N,Attendee/Regtype,Interest,1/3/2022,PRODUCT,Yes / No,A
QUES047,Are you a member,Freetext,Y,Attendee/Regtype,Qualification,1/3/2022,MEMBID,Enter Member Id,A
QUES050,Please select the option that best describes your primary function as media.,RadioButtonList,Y,Press,Registration,1/7/2022,MEDFUNC,Blogger/Vlogger,A
QUES050,Please select the option that best describes your primary function as media.,RadioButtonList,Y,Press,Registration,1/7/2022,MEDFUNC,Broadcast Crew ,B
QUES050,Please select the option that best describes your primary function as media.,RadioButtonList,Y,Press,Registration,1/7/2022,MEDFUNC,Editor,C
QUES050,Please select the option that best describes your primary function as media.,RadioButtonList,Y,Press,Registration,1/7/2022,MEDFUNC,Ad/Media Sales,E
QUES050,Please select the option that best describes your primary function as media.,RadioButtonList,Y,Press,Registration,1/7/2022,MEDFUNC,Industry Analyst,F
QUES050,Please select the option that best describes your primary function as media.,RadioButtonList,Y,Press,Registration,1/7/2022,MEDFUNC,Photographer,H
QUES050,Please select the option that best describes your primary function as media.,RadioButtonList,Y,Press,Registration,1/7/2022,MEDFUNC,Producer/Director,I
QUES050,Please select the option that best describes your primary function as media.,RadioButtonList,Y,Press,Registration,1/7/2022,MEDFUNC,Podcaster,J
QUES050,Please select the option that best describes your primary function as media.,RadioButtonList,Y,Press,Registration,1/7/2022,MEDFUNC,Reporter/Writer,K
QUES050,Please select the option that best describes your primary function as media.,RadioButtonList,Y,Press,Registration,1/7/2022,MEDFUNC,Videographer,L
QUES050,Please select the option that best describes your primary function as media.,RadioButtonList,Y,Press,Registration,1/7/2022,MEDFUNC,Host/Talent,M
QUES050,Please select the option that best describes your primary function as media.,RadioButtonList,Y,Press,Registration,1/7/2022,MEDFUNC,Production Company,N
QUES050,Please select the option that best describes your primary function as media.,RadioButtonList,Y,Press,Registration,1/7/2022,MEDFUNC,Camera Person,P
QUES050,Please select the option that best describes your primary function as media.,RadioButtonList,Y,Press,Registration,1/7/2022,MEDFUNC,Grip,Q
QUES050,Please select the option that best describes your primary function as media.,RadioButtonList,Y,Press,Registration,1/7/2022,MEDFUNC,Make-up Artist,R
QUES050,Please select the option that best describes your primary function as media.,RadioButtonList,Y,Press,Registration,1/7/2022,MEDFUNC,Sound Engineer,S
QUES051,"Is your media distribution local, national or interrnational",CheckboxList,N,Press,Registration,1/7/2022,MTYPE,Local,L
QUES051,"Is your media distribution local, national or interrnational",CheckboxList,N,Press,Registration,1/7/2022,MTYPE,National,N
QUES051,"Is your media distribution local, national or interrnational",CheckboxList,N,Press,Registration,1/7/2022,MTYPE,International,I
